form	lemma	POS	morph
Speciem	species	NOMcom	Case=Acc|Numb=Sing
humanam	humanus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
[	[	PUNC	MORPH=empty
invisito	inuisitus	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
tam	tam	ADV	Deg=Pos
egregiam	egregius	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
,	,	PUNC	MORPH=empty
indignam	indignus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
clade	clades	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
squalitudine	squalitudo	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
ut	ut1	ADVrel	MORPH=empty
atratus	atratus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
tætra	teter	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
veste	uestis	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
vastitudine	uastitudo	NOMcom	Case=Abl|Numb=Sing
atra	ater	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
deformatus	deformo1	VER	Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
atque	atque1	CONcoo	MORPH=empty
ut	ut1	ADVrel	MORPH=empty
vides	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
tenui	teneo	VER	Numb=Sing|Gend=Com|Deg=Pos|Mood=Ind|Tense=Perf|Voice=Act|Person=1
de	de	PRE	MORPH=empty
loco	locus	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
apud	apud	PRE	MORPH=empty
ipsum	ipse	PROdem	Case=Acc|Numb=Sing|Gend=Masc
adsistas	assisto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
nunc	nunc	ADV	Deg=Pos
per	per	PRE	MORPH=empty
terras	terra	NOMcom	Case=Acc|Numb=Plur
vagus	uagus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
,	,	PUNC	MORPH=empty
extorris	extorris	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
regno	regnum	NOMcom	Case=Abl|Numb=Sing
exturbatus	exturbo2	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
mari	mare	NOMcom	Case=Abl|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
super	super2	PRE	MORPH=empty
Oceani	oceanus1	NOMcom	Case=Gen|Numb=Plur
stagna	stagnum1	NOMcom	Case=Acc|Numb=Plur
alta	altus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
patris	pater	NOMcom	Case=Gen|Numb=Sing
terrarum	terra	NOMcom	Case=Gen|Numb=Plur
anfracta	anfractus1	NOMcom	Case=Acc|Numb=Plur
revisam	reuiso	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
Tu	tu	PROper	Case=Nom|Numb=Sing
autem	autem	CONcoo	MORPH=empty
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
quæro	quaero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
enoda	enodo	ADJqua	Numb=Sing|Gend=Fem|Deg=Pos
et	et2	CONcoo	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
[	[	PUNC	MORPH=empty
sis	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
explica	explico	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
ei	ei	INJ	Numb=Sing|Gend=Com
mihi	ego	PROper	Case=Dat|Numb=Sing
,	,	PUNC	MORPH=empty
ut	ut4	CONsub	MORPH=empty
etiam	etiam	ADV	Deg=Pos
ærumna	aerumna	NOMcom	Case=Nom|Numb=Sing
hæc	hic1	PROdem	Case=Nom|Numb=Sing|Gend=Fem
mihi	ego	PROper	Case=Dat|Numb=Sing
luctum	luctus	NOMcom	Case=Acc|Numb=Sing
addit	addo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
luctibus	luctus	NOMcom	Case=Abl|Numb=Plur
!	!	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Quid	quis1	PROint	Case=Acc|Numb=Sing|Gend=Neut
miserare	miseror	VER	Mood=Imp|Tense=Pres|Voice=Dep|Person=2
?	?	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Tuam	tuus	PROpos	Case=Acc|Numb=Sing|Gend=Fem
solitatem	solitas	NOMcom	Case=Acc|Numb=Sing
memorans	memoro	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
formidans	formido2	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
tibi	tu	PROper	Case=Dat|Numb=Sing
?	?	PUNC	MORPH=empty
Te	tu	PROper	Case=Acc|Numb=Sing
conmiserabam	commisero	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=1
magis	magis2	ADV	Deg=Comp
quam	quam1	ADVrel	MORPH=empty
miserebar	misereor	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Dep|Person=1
mei	ego	PROper	Case=Gen|Numb=Sing
!	!	PUNC	MORPH=empty
Tot	tot	PROdem	Case=Ind
tropæa	tropaeum	NOMcom	Case=Acc|Numb=Plur
transdes	transdo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
summam	superus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Sup
,	,	PUNC	MORPH=empty
gloriam	gloria	NOMcom	Case=Acc|Numb=Sing
[	[	PUNC	MORPH=empty
evorti	euerto	VER	Numb=Plur|Mood=Inf|Tense=Pres|Voice=Pass
sines	sino	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Act|Person=2
tam	tam	ADV	Deg=Pos
desubito	desubito	ADV	Deg=Pos
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
Heu	heu	INJ	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
miserum	miser	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
,	,	PUNC	MORPH=empty
cum	cum3	CONsub	MORPH=empty
hæc	hic1	PROdem	Case=Acc|Numb=Plur|Gend=Neut
recordor	recordor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
,	,	PUNC	MORPH=empty
cum	cum3	CONsub	MORPH=empty
illos	ille	PROdem	Case=Acc|Numb=Plur|Gend=Masc
reminiscor	reminiscor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
dies	dies	NOMcom	Case=Nom|Numb=Plur
!	!	PUNC	MORPH=empty
nam	nam	CONcoo	MORPH=empty
vana	uanus	ADJqua	Case=Nom|Numb=Plur|Gend=Fem|Deg=Pos
oblectat	oblecto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
spes	spes	NOMcom	Case=Nom|Numb=Sing
ærumnosum	aerumnosus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
hospitem	hospes	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
dum	dum2	CONsub	MORPH=empty
illud	ille	PROdem	Case=Nom|Numb=Sing|Gend=Neut
quod	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Neut
miser	miser	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
clam	clam1	ADV	Deg=Pos
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
censet	censeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
alteros	alter	PROind	Case=Acc|Numb=Plur|Gend=Masc
disertim	disertim	ADV	Deg=Pos
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
unum	unus	ADJcar	Case=Nom|Numb=Sing|Gend=MascNeut
incommodis	incommodum	NOMcom	Case=Dat|Numb=Plur
defit	defio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
meis	meus	PROpos	Case=Dat|Numb=Plur|Gend=Com
sed	sed	CONcoo	MORPH=empty
memet	ego	PROper	Case=Acc|Numb=Sing
calvor	caluor	NOMcom	Case=Nom|Numb=Sing
";"	";"	PUNC	MORPH=empty
vos	uos	PROper	Case=Nom|Numb=Plur
istum	iste	PROdem	Case=Acc|Numb=Sing|Gend=Masc
,	,	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
ut	ut4	CONsub	MORPH=empty
]	]	PUNC	MORPH=empty
iussi	iubeo	VER	Numb=Plur|Gend=Masc|Mood=Ind|Tense=Perf|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
[	[	PUNC	MORPH=empty
ocius	ociter	ADV	Deg=Comp
abstrahite	abstraho	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
Nihil	nihil	PROind	Case=Ind
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
";"	";"	PUNC	MORPH=empty
si	si2	CONsub	MORPH=empty
autem	autem	CONcoo	MORPH=empty
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
te	tu	PROper	Case=Acc|Numb=Sing
retardat	retardo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
socium	socius1	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
portu	portus	NOMcom	Case=Abl|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
copia	copia	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
subsistat	subsisto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
";"	";"	PUNC	MORPH=empty
modo	modo1	ADV	Deg=Pos
tute	tu	PROper	Case=Nom|Numb=Sing
ipse	ipse	PROdem	Case=Nom|Numb=Sing|Gend=Masc
te	tu	PROper	Case=Acc|Numb=Sing
confirma	confirmo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
et	et2	CONcoo	MORPH=empty
compara	comparo2	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
Opinione	opinio	NOMcom	Case=Abl|Numb=Sing
factum	facio	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
quanto	quanto1	ADVrel	MORPH=empty
mitius	mitis	ADJqua	Case=Acc|Numb=Sing|Gend=Neut
stirpem	stirps	NOMcom	Case=Acc|Numb=Sing
educabant	educo2	VER	Numb=Plur|Mood=Ind|Tense=Impa|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
tanto	tanto	ADV	Deg=Pos
ut	ut4	CONsub	MORPH=empty
reremur	rereor	VER	Numb=Plur|Mood=Ind|Tense=Fut|Voice=Pass|Person=1
magis	magis2	ADV	Deg=Comp
eos	is	PROdem	Case=Acc|Numb=Plur|Gend=Masc
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
rem	res	NOMcom	Case=Acc|Numb=Sing
publicam	publicus2	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
certo	certus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
animo	animus	NOMcom	Case=Abl|Numb=Sing
adiuverit	adiuuo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
statuerit	statuo	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
steterit	sto	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
cum	cum2	PRE	MORPH=empty
Achivis	Achiuus	NOMpro	Case=Abl|Numb=Plur
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
re	res	NOMcom	Case=Abl|Numb=Sing
dubia	dubius	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
haut	haud	ADVneg	MORPH=empty
dubitarit	dubito	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
vitam	uita	NOMcom	Case=Acc|Numb=Sing
offerre	offero	VER	Mood=Inf|Tense=Pres|Voice=Act
nec	nec2	CONcoo	MORPH=empty
capiti	caput	NOMcom	Case=Dat|Numb=Sing
pepercerit	parco	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
summum	superus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Sup
amicum	amicus1	NOMcom	Case=Acc|Numb=Sing
summo	superus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Sup
in	in	PRE	MORPH=empty
bello	bellum	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
summo	superus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Sup
ingenio	ingenium	NOMcom	Case=Abl|Numb=Sing
praeditum	praeditus	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
O	o	INJ	MORPH=empty
ingratifici	ingratificus	ADJqua	Case=Voc|Numb=Sing|Gend=Masc|Deg=Pos
Argivi	Argiui	NOMpro	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
immunes	immunis	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
Grai	Graius	NOMpro	Case=Nom|Numb=Plur
,	,	PUNC	MORPH=empty
inmemores	immemor	ADJqua	Case=Nom|Numb=Plur|Gend=MascFem|Deg=Pos
benefici	beneficium	NOMcom	Case=Gen|Numb=Plur
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
Exulare	exsulo	VER	Mood=Inf|Tense=Pres|Voice=Act
sinitis	sino	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
sistis	sisto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=2
pelli	pello	VER	Mood=Inf|Tense=Pres|Voice=Pass
,	,	PUNC	MORPH=empty
pulsum	pello	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
patimini	patior	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Dep|Person=2
!	!	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
discidia	discidium	NOMcom	Case=Acc|Numb=Plur
amantem	amans1	NOMcom	Case=Acc|Numb=Sing|Gend=MascFem
nectier	necto	VER	MORPH=empty
turbat	turbo2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
vulgum	uulgus	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
evitat	euito	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
mœros	murus	NOMcom	Case=Acc|Numb=Plur
disicit	disicio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
quemadmodum	quemadmodum2	ADVint	MORPH=empty
impetum	impetus	NOMcom	Case=Acc|Numb=Sing
occupemus	occupo2	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=1
[	[	PUNC	MORPH=empty
facere	facio	VER	Mood=Inf|Tense=Pres|Voice=Act
ultro	ultro	ADV	Deg=Pos
in	in	PRE	MORPH=empty
regem	rex	NOMcom	Case=Acc|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
am	am	PRE	MORPH=empty
potero	possum1	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
:	:	PUNC	MORPH=empty
incipiam	incipio	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
et	et2	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
nequit	nequeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
vi	uis	NOMcom	Case=Abl|Numb=Sing
contendam	contendo	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
ut	ut4	CONsub	MORPH=empty
hinc	hinc	ADV	Deg=Pos
comportem	compors	VER	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos|Mood=Sub|Tense=Pres|Voice=Act
";"	";"	PUNC	MORPH=empty
tecum	tu	PROper	Case=Abl|Numb=Sing
{tecum}	cum3	CON	MORPH=empty
Salaminem	Salamis	NOMpro	Case=Acc|Numb=Sing
aveham	aueho	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
persuasit	persuadeo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
mæror	maeror	NOMcom	Case=Nom|Numb=Sing
anxitudo	anxitudo	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
error	error	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
dolor	dolor	NOMcom	Case=Nom|Numb=Sing
Reprime	reprimo	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
parumper	parumper	ADV	Deg=Pos
vim	uis	NOMcom	Case=Acc|Numb=Sing
citatum	citatus	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
quadrupedum	quadrupes1	NOMcom	Case=Gen|Numb=Plur
!	!	PUNC	MORPH=empty
quot	quot2	PROint	Case=Ind
Luna	luna	NOMcom	Case=Nom|Numb=Sing
circlos	circulus	NOMcom	Case=Acc|Numb=Plur
annuo	annuus	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
in	in	PRE	MORPH=empty
cursu	cursus	NOMcom	Case=Abl|Numb=Sing
institit	insisto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
cum	cum3	CONsub	MORPH=empty
ninxerint	ningo	VER	Numb=Plur|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
cælestium	caelestia	ADJqua	Case=Gen|Numb=Plur|Deg=Pos
molem	moles	NOMcom	Case=Acc|Numb=Sing
mihi	ego	PROper	Case=Dat|Numb=Sing
nam	nam	CONcoo	MORPH=empty
postquam	postquam	CONsub	MORPH=empty
parvos	paruus2	ADJqua	Case=Acc|Numb=Plur|Gend=Masc|Deg=Pos
vos	uos	PROper	Case=Acc|Numb=Plur
oppressit	opprimo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
famulitas	famulitas	NOMcom	Case=Nom|Numb=Sing
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
neque	neque	CONcoo	MORPH=empty
terraest	terra	NOMcom	Case=Nom|Numb=Sing
{terraest}	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
datus	do	VER	Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
nec	nec2	CONcoo	MORPH=empty
cineris	cinis	NOMcom	Case=Gen|Numb=Sing
causa	causa	NOMcom	Case=Nom|Numb=Sing
umquam	umquam	ADV	Deg=Pos
euasit	euado2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
vapos	uapor	NOMcom	Case=Acc|Numb=Plur
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
immane	immanis	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos
te	tu	PROper	Case=Acc|Numb=Sing
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
templum	templum	NOMcom	Case=Acc|Numb=Sing
obvallatum	obuallo	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
ossibus	os2	NOMcom	Case=Abl|Numb=Plur
misera	miser	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
obvalla	obuallo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
saxo	saxum	NOMcom	Case=Abl|Numb=Sing
senio	senium	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut
,	,	PUNC	MORPH=empty
pædore	paedor	NOMcom	Case=Abl|Numb=Sing
alguque	algus	NOMcom	Case=Abl|Numb=Sing
{alguque}	que	CON	MORPH=empty
et	et2	CONcoo	MORPH=empty
fame	fames	NOMcom	Case=Abl|Numb=Sing
muliebre	muliebris	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
ingenium	ingenium	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
prolubium	prolubium	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
occasio	occasio	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
multi	multi	NOMcom	Case=Nom|Numb=Plur|Deg=Pos
iniquo	iniquus2	ADJqua	Case=Abl|Numb=Sing|Gend=MascNeut|Deg=Pos
,	,	PUNC	MORPH=empty
mulier	mulier	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
animo	animus	NOMcom	Case=Abl|Numb=Sing
sibi	sui1	PROref	Case=Dat|Numb=Sing
mala	malus3	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
[	[	PUNC	MORPH=empty
auxere	augeo	VER	Numb=Plur|Mood=Ind|Tense=Perf|Voice=Act|Person=3
in	in	PRE	MORPH=empty
malis	malum1	NOMcom	Case=Abl|Numb=Plur
,	,	PUNC	MORPH=empty
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
natura	natura	NOMcom	Case=Nom|Numb=Sing
prava	prauus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
magis	magis2	ADV	Deg=Comp
quam	quam1	ADVrel	MORPH=empty
fors	fors1	NOMcom	Case=Nom|Numb=Sing
aut	aut	CONcoo	MORPH=empty
[	[	PUNC	MORPH=empty
Fortuna	fortuna	NOMcom	Case=Nom|Numb=Sing
obfuit	obsum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
nec	nec2	CONcoo	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
te	tu	PROper	Case=Acc|Numb=Sing
adiutem	adiuuto	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
invenio	inuenio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
";"	";"	PUNC	MORPH=empty
hortari	hortor	VER	Mood=Inf|Tense=Pres|Voice=Dep
pudet	pudeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
prodesse	prosum1	VER	Mood=Inf|Tense=Pres|Voice=Act
id	is	PROdem	Case=Acc|Numb=Sing|Gend=Neut
pudet	pudeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
pigetque	piget	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
{pigetque}	que	CON	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
namque	namque	CONcoo	MORPH=empty
ut	ut4	CONsub	MORPH=empty
dicam	dico2	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
te	tu	PROper	Case=Acc|Numb=Sing
metu	metus	NOMcom	Case=Abl|Numb=Sing
aut	aut	CONcoo	MORPH=empty
segnitate	segnitas	NOMcom	Case=Abl|Numb=Sing
adire	adeo1	VER	Mood=Inf|Tense=Pres|Voice=Act
dubitare	dubito	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
haut	haud	ADVneg	MORPH=empty
meum	meus	PROpos	Case=Acc|Numb=Sing|Gend=MascNeut
[	[	PUNC	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
nisi	nisi	CONsub	MORPH=empty
quid	quis2	PROind	Case=Nom|Numb=Sing|Gend=Neut
tua	tuus	PROpos	Case=Nom|Numb=Sing|Gend=Fem
facultas	facultas	NOMcom	Case=Nom|Numb=Sing
nobis	nos	PROper	Case=Dat|Numb=Plur
tulat	fero	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
opem	ops	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
peream	pereo1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
donec	donec	CONsub	MORPH=empty
