form	lemma	POS	morph
manibus	manus1	NOMcom	Case=Abl|Numb=Plur
isdem	idem	PROdem	Case=Abl|Numb=Plur|Gend=Com
,	,	PUNC	MORPH=empty
quibus	qui1	PROrel	Case=Abl|Numb=Plur|Gend=Com
Ulixi	Ulixes	NOMpro	Case=Dat|Numb=Sing
sæpe	saepe	ADV	Deg=Pos
permulsi	permulceo	VER	Numb=Plur|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
abluam	abluo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
lassitudinemque	lassitudo	NOMcom	Case=Acc|Numb=Sing
{lassitudinemque}	que	CON	MORPH=empty
minuam	minuo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
manuum	manus1	NOMcom	Case=Gen|Numb=Plur
mollitudine	mollitudo	NOMcom	Case=Abl|Numb=Sing
—	—	PUNC	MORPH=empty
Anticlea	Anticles	NOMpro	Case=Voc|Numb=Sing|Gend=Fem|Deg=Pos
lenitudo	lenitudo	NOMcom	Case=Nom|Numb=Sing
orationis	oratio	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
mollitudo	mollitudo	NOMcom	Case=Nom|Numb=Sing
corporis	corpus	NOMcom	Case=Gen|Numb=Sing
pariter	pariter	ADV	Deg=Pos
te	tu	PROper	Case=Acc|Numb=Sing
esse	sum1	VER	Mood=Inf|Tense=Pres|Voice=Act
erga	erga	PRE	MORPH=empty
illum	ille	PROdem	Case=Acc|Numb=Sing|Gend=Masc
video	uideo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
ut	ut4	CONsub	MORPH=empty
illum	ille	PROdem	Case=Acc|Numb=Sing|Gend=Masc
ted	tu	PROper	Case=Acc|Numb=Sing
erga	erga	PRE	MORPH=empty
scio	scio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
nec	nec2	CONcoo	MORPH=empty
ulla	ullus	PROind	Case=Nom|Numb=Sing|Gend=Fem
subscus	subscus	NOMcom	Case=Nom|Numb=Sing
cohibet	cohibeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
compagem	compages	NOMcom	Case=Acc|Numb=Sing
alvei	alueus	NOMcom	Case=Gen|Numb=Sing
,	,	PUNC	MORPH=empty
sed	sed	CONcoo	MORPH=empty
suta	suo	ADJqua	Case=Nom|Numb=Sing|Gend=Neut|Deg=Pos
lino	linum	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
sparteis	sparteus	ADJqua	Case=Abl|Numb=Plur|Deg=Pos
serilibus	serilis	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
inde	inde	ADV	Deg=Pos
Ætnam	Aetna	NOMpro	Case=Acc|Numb=Sing
montem	mons	NOMcom	Case=Acc|Numb=Sing
advenio	aduenio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
in	in	PRE	MORPH=empty
scruposam	scruposus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
specum	specus	NOMcom	Case=Acc|Numb=Sing
quæ	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Fem
meum	meus	PROpos	Case=Acc|Numb=Sing|Gend=MascNeut
venenis	uenenum	NOMcom	Case=Abl|Numb=Plur
flexit	flecto	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
socium	socius1	NOMcom	Case=Acc|Numb=Sing
pectora	pectus	NOMcom	Case=Acc|Numb=Plur
vos	uos	PROper	Case=Nom|Numb=Plur
hinc	hinc	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
defensum	defendo	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
patriam	patria	NOMcom	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
pugnam	pugna	NOMcom	Case=Acc|Numb=Sing
bætite	baetus	VER	Case=Abl|Numb=Sing|Gend=Masc|Deg=Pos
ætate	aetas	NOMcom	Case=Abl|Numb=Sing
integra	integer	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
,	,	PUNC	MORPH=empty
feroci	ferox	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
ingenio	ingenium	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
facie	facies	NOMcom	Case=Abl|Numb=Sing
procera	procerus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
virum	uir	NOMcom	Case=Acc|Numb=Sing
barbaricam	barbaricus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
pestem	pestis	NOMcom	Case=Acc|Numb=Sing
subinis	subinus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
nostris	noster	PROpos	Case=Dat|Numb=Plur|Gend=Com
optulit	offero	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
nova	nouus	ADJqua	Case=Abl|Numb=Sing|Gend=Fem|Deg=Pos
figura	figura	NOMcom	Case=Abl|Numb=Sing
factam	facio	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
commissam	committo	VER	Case=Acc|Numb=Sing|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
infabre	infabre	ADJqua	Deg=Pos
.	.	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Ulixes	Ulixes	NOMpro	Case=Nom|Numb=Sing
—	—	PUNC	MORPH=empty
pedetemptim	pedetentim	ADV	Deg=Pos
ac	ac1	CONcoo	MORPH=empty
sedato	sedo	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
nisu	nisus	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
ne	ne4	CONsub	MORPH=empty
succussu	succussus	NOMcom	Case=Abl|Numb=Sing
arripiat	arripio	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
maior	magnus	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
Dolor	dolor	NOMcom	Case=Nom|Numb=Sing
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Chorus	chorus	NOMcom	Case=Nom|Numb=Sing
—	—	PUNC	MORPH=empty
Tu	tu	PROper	Case=Nom|Numb=Sing
quoque	quoque	ADV	Deg=Pos
,	,	PUNC	MORPH=empty
Ulixes	Ulixes	NOMpro	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
quamquam	quamquam2	CONsub	MORPH=empty
graviter	grauiter	ADV	Deg=Pos
cernimus	cerno	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=1
ictum	ictus	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
nimis	nimis	ADV	Deg=Pos
pæne	paene	ADV	Deg=Pos
animo	animus	NOMcom	Case=Abl|Numb=Sing
es	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
molli	mollis	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
,	,	PUNC	MORPH=empty
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
consuetus	consuesco	VER	Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
in	in	PRE	MORPH=empty
armis	arma	NOMcom	Case=Abl|Numb=Plur
Ævom	aeuum	NOMcom	Case=Acc|Numb=Sing
agere	ago	VER	Mood=Inf|Tense=Pres|Voice=Act
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
—	—	PUNC	MORPH=empty
Ulixes	Ulixes	NOMpro	Case=Nom|Numb=Sing
—	—	PUNC	MORPH=empty
Retinete	retineo	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
Tenete	teneo	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
Opprimit	opprimo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ulcus	ulcus	NOMcom	Case=Nom|Numb=Sing
!	!	PUNC	MORPH=empty
Nudate	nudo	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
heu	heu	INJ	MORPH=empty
,	,	PUNC	MORPH=empty
miserum	miser	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
me	ego	PROper	Case=Acc|Numb=Sing
!	!	PUNC	MORPH=empty
excrucior	excrucio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=1
!	!	PUNC	MORPH=empty
Operite	operio	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
Abscedite	abscedo1	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
iam	iam	ADV	Deg=Pos
iam	iam	ADV	Deg=Pos
{	{	PUNC	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
}	}	PUNC	MORPH=empty
mittite	mitto	VER	Numb=Plur|Mood=Imp|Tense=Pres|Voice=Act|Person=2
:	:	PUNC	MORPH=empty
nam	nam	CONcoo	MORPH=empty
attrectatu	attrectatus	NOMcom	Case=Abl|Numb=Sing
et	et2	CONcoo	MORPH=empty
quassu	quassus1	NOMcom	Case=Abl|Numb=Sing
sævum	saeuus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
amplificatis	amplifico	VER	Case=Dat|Numb=Plur|Gend=Com|Mood=Par|Tense=Perf|Voice=Pass
dolorem	dolor	NOMcom	Case=Acc|Numb=Sing
—	—	PUNC	MORPH=empty
Ulixes	Ulixes	NOMpro	Case=Nom|Numb=Sing
—	—	PUNC	MORPH=empty
conqueri	conqueror	VER	Mood=Inf|Tense=Pres|Voice=Dep
fortunam	fortuna	NOMcom	Case=Acc|Numb=Sing
adversam	aduersus1	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
,	,	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
lamentari	lamentor	VER	Mood=Inf|Tense=Pres|Voice=Pass
decet	decet	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
:	:	PUNC	MORPH=empty
id	is	PROdem	Case=Nom|Numb=Sing|Gend=Neut
viri	uir	NOMcom	Case=Gen|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
officium	officium	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
fletus	fletus	NOMcom	Case=Gen|Numb=Sing
muliebri	muliebris	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
ingenio	ingenium	NOMcom	Case=Abl|Numb=Sing
additus	addo	VER	Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
spartam	sparta	NOMcom	Case=Acc|Numb=Sing|Gend=Fem
reportare	reporto	VER	Mood=Inf|Tense=Pres|Voice=Act
instat	insto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
id	is	PROdem	Case=Acc|Numb=Sing|Gend=Neut
si	si2	CONsub	MORPH=empty
perpetrat	perpetro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
eundem	idem	PROdem	Case=Acc|Numb=Sing|Gend=Masc
filios	filius	NOMcom	Case=Acc|Numb=Plur
sibi	sui1	PROref	Case=Dat|Numb=Sing
procreasse	procreo	VER	Mood=Inf|Tense=Perf|Voice=Act
per	per	PRE	MORPH=empty
Calypsonem	Calypso	NOMpro	Case=Acc|Numb=Sing
autumant	autumo	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
ardua	arduus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
per	per	PRE	MORPH=empty
loca	locus	NOMcom	Case=Acc|Numb=Plur
agrestia	agrestis2	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
cum	cum2	PRE	MORPH=empty
trepidante	trepido	VER	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
gradu	gradus	NOMcom	Case=Abl|Numb=Sing
nititur	nitor2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
corpusque	corpus	NOMcom	Case=Acc|Numb=Sing
{corpusque}	que	CON	MORPH=empty
meum	meus	PROpos	Case=Acc|Numb=Sing|Gend=MascNeut
tali	talis	PROdem	Case=Abl|Numb=Sing|Gend=Com
mærore	maeror	NOMcom	Case=Abl|Numb=Sing
errore	error	NOMcom	Case=Abl|Numb=Sing
macore	macor	NOMcom	Case=Abl|Numb=Sing
senet	seneo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
metus	metus	NOMcom	Case=Nom|Numb=Sing
egestas	egestas	NOMcom	Case=Nom|Numb=Sing
mæror	maeror	NOMcom	Case=Nom|Numb=Sing
senium	senium	NOMcom	Case=Acc|Numb=Sing
exiliumque	exsilium	NOMcom	Case=Acc|Numb=Sing
{exiliumque}	que	CON	MORPH=empty
et	et2	CONcoo	MORPH=empty
senectus	senectus1	NOMcom	Case=Nom|Numb=Sing
triplici	triplex	ADJmul	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
pertimefactus	pertimefacio	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
mærore	maeror	NOMcom	Case=Abl|Numb=Sing
animi	animus	NOMcom	Case=Gen|Numb=Sing
incerte	incerte	ADV	Deg=Pos
errans	erro2	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
vagat	uagor2	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
lapit	lapio	NOMcom	Case=Acc|Numb=Sing
cor	cor	NOMcom	Case=Nom|Numb=Sing
cura	cura	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
ærumna	aerumna	NOMcom	Case=Abl|Numb=Sing
corpus	corpus	NOMcom	Case=Acc|Numb=Sing
conficit	conficio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Parum	parum1	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
quod	quod2	PROrel	Numb=Sing|Gend=Neut
te	tu	PROper	Case=Acc|Numb=Sing
ætas	aetas	NOMcom	Case=Nom|Numb=Sing
male	male	ADV	Deg=Pos
habet	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
ni	ni2	CONsub	MORPH=empty
etiam	etiam	ADV	Deg=Pos
hunc	hic1	PROdem	Case=Acc|Numb=Sing|Gend=Masc
ad	ad2	PRE	MORPH=empty
malam	malus3	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
ætatem	aetas	NOMcom	Case=Acc|Numb=Sing
adjungas	adiungo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
cruciatum	cruciatus	NOMcom	Case=Acc|Numb=Sing
reticentia	reticentia	NOMcom	Case=Nom|Numb=Sing
?	?	PUNC	MORPH=empty
mane	maneo	ADV	Deg=Pos|Mood=Imp|Tense=Pres|Voice=Act|Person=2
,	,	PUNC	MORPH=empty
expedibo	expedio	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=1
!	!	PUNC	MORPH=empty
Fac	facio	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
mihi	ego	PROper	Case=Dat|Numb=Sing
contra	contra2	PRE	MORPH=empty
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
rogo	rogo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
respondeas	respondeo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
!	!	PUNC	MORPH=empty
ecfare	effor	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
quæ	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Fem
cor	cor	NOMcom	Case=Acc|Numb=Sing
tuum	tuus	PROpos	Case=Acc|Numb=Sing|Gend=MascNeut
timiditas	timiditas	NOMcom	Case=Nom|Numb=Sing
territet	territo	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
patior	patior	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
facile	facile	ADV	Deg=Pos
iniuriam	iniuria	NOMcom	Case=Acc|Numb=Sing
,	,	PUNC	MORPH=empty
si	si2	CONsub	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
vacua	uacuus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
a	ab	PRE	MORPH=empty
contumelia	contumelia	NOMcom	Case=Abl|Numb=Sing
tamen	tamen	ADV	Deg=Pos
obfirmato	obfirmo	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
animo	animus	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
mitescit	mitesco	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
metus	metus	NOMcom	Case=Gen|Numb=Sing
gnate	natus1	NOMcom	Case=Abl|Numb=Sing
,	,	PUNC	MORPH=empty
ordinem	ordo	NOMcom	Case=Acc|Numb=Sing
omnem	omnis	PROind	Case=Acc|Numb=Sing|Gend=MascFem
,	,	PUNC	MORPH=empty
ut	ut4	CONsub	MORPH=empty
dederit	do	VER	Numb=Sing|Mood=Ind|Tense=FutAnt|Voice=Act|Person=3
{	{	PUNC	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
}	}	PUNC	MORPH=empty
,	,	PUNC	MORPH=empty
enoda	enodus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
patri	pater	NOMcom	Case=Dat|Numb=Sing
consternare	consterno1	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
anime	animus	NOMcom	Case=Voc|Numb=Sing
!	!	PUNC	MORPH=empty
Ex	ex	PRE	MORPH=empty
pectore	pectus	NOMcom	Case=Abl|Numb=Sing
hac	hic1	PROdem	Case=Abl|Numb=Sing|Gend=Fem
†	†	PUNC	MORPH=empty
!	!	PUNC	MORPH=empty
Et	et2	CONcoo	MORPH=empty
volvere	uoluo	VER	Mood=Inf|Tense=Pres|Voice=Act
consilium	consilium	NOMcom	Case=Acc|Numb=Sing
subito	subito	ADV	Deg=Pos
†	†	PUNC	MORPH=empty
omnes	omnis	PROind	Case=Nom|Numb=Plur|Gend=MascFem
quod	qui1	PROrel	Gend=Neut
†	†	PUNC	MORPH=empty
de	de	PRE	MORPH=empty
nata	nascor	NOMcom	Case=Abl|Numb=Sing|Gend=Fem
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
modo	modo1	ADV	Deg=Pos
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
pacto	pactum	NOMcom	Case=Abl|Numb=Sing
inimicis	inimicus1	NOMcom	Case=Dat|Numb=Plur
mortem	mors	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
huic	hic1	PROdem	Case=Dat|Numb=Sing|Gend=Com
vitam	uita	NOMcom	Case=Acc|Numb=Sing
offeras	offero	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=2
nam	nam	CONcoo	MORPH=empty
me	ego	PROper	Case=Acc|Numb=Sing
perbitere	perbito	VER	Mood=Inf|Tense=Pres|Voice=Act
,	,	PUNC	MORPH=empty
illis	ille	PROdem	Case=Dat|Numb=Plur|Gend=Com
opitularier	opitulor	VER	Mood=Ind|Tense=Fut|Voice=Dep
quovis	quiuis	PROind	Case=Abl|Numb=Sing|Gend=MascNeut
exitio	exitium	NOMcom	Case=Abl|Numb=Sing
cupio	cupio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
,	,	PUNC	MORPH=empty
dum	dum2	CONsub	MORPH=empty
prosim	prosum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=1
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
potest	possum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
Melanippe	Melanippe	NOMpro	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
hic	hic1	PROdem	Gend=Masc
sine	sine	PRE	MORPH=empty
tua	tuus	PROpos	Case=Abl|Numb=Sing|Gend=Fem
opera	opera	NOMcom	Case=Abl|Numb=Sing
exanclari	exanclo	VER	Case=Gen|Numb=Sing|Gend=Com|Mood=Inf|Tense=Pres|Voice=Dep
labos	labor1	NOMcom	Case=Acc|Numb=Sing
postquam	postquam	CONsub	MORPH=empty
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
oneratus	onero	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
frugum	frux	NOMcom	Case=Gen|Numb=Plur
et	et2	CONcoo	MORPH=empty
floris	flos	NOMcom	Case=Gen|Numb=Sing
Liberi	Liber	NOMpro	Case=Nom|Numb=Plur
regnum	regnum	NOMcom	Case=Acc|Numb=Sing
imperator	imperator	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
æternum	aeternus	ADJqua	Case=Nom|Numb=Sing|Gend=MascNeut|Deg=Pos
morum	mos	NOMcom	Case=Gen|Numb=Plur
sator	sator	NOMcom	Case=Nom|Numb=Sing
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
precor	precor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=1
veniam	uenia	NOMcom	Case=Acc|Numb=Sing
petens	peto	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
ut	ut4	CONsub	MORPH=empty
quæ	qui1	PROrel	Case=Acc|Numb=Plur|Gend=Neut
egi	ago	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
ago	ago	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
axim	axis	NOMcom	Case=Acc|Numb=Sing
verruncent	uerrunco	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
bene	bene	ADV	Deg=Pos
flexa	flecto	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
,	,	PUNC	MORPH=empty
non	non	ADVneg	MORPH=empty
falsa	falsus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
autumare	autumo	VER	Mood=Inf|Tense=Pres|Voice=Act
dictio	dictio	NOMcom	Case=Nom|Numb=Sing
Delfis	Delphi	NOMpro	Case=Nom|Numb=Sing
solet	soleo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=SemDep|Person=3
{	{	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
}	}	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
regnum	regnum	NOMcom	Case=Acc|Numb=Sing
potior	potis	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
,	,	PUNC	MORPH=empty
conjugem	coniux	NOMcom	Case=Acc|Numb=Sing
macto	macto	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
inferis	inferi	NOMcom	Case=Dat|Numb=Plur
nam	nam	CONcoo	MORPH=empty
si	si2	CONsub	MORPH=empty
te	tu	PROper	Case=Acc|Numb=Sing
regeret	rego	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
pudor	pudor	NOMcom	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
sive	siue2	CONsub	MORPH=empty
adeo	adeo2	ADV	Deg=Pos
cor	cor	NOMcom	Case=Nom|Numb=Sing
sapientia	sapientia	NOMcom	Case=Nom|Numb=Sing
inbutum	imbuo	VER	Case=Nom|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
foret	sum1	VER	Numb=Sing|Mood=Par|Tense=Fut|Voice=Act
neque	neque	CONcoo	MORPH=empty
tuum	tuus	PROpos	Case=Acc|Numb=Sing|Gend=MascNeut
te	tu	PROper	Case=Acc|Numb=Sing
ingenium	ingenium	NOMcom	Case=Acc|Numb=Sing
moderat	modero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
,	,	PUNC	MORPH=empty
neque	neque	CONcoo	MORPH=empty
fraternum	fraternus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
ira	ira	NOMcom	Case=Nom|Numb=Sing
exilium	exsilium	NOMcom	Case=Acc|Numb=Sing
levat	leuo1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
tu	tu	PROper	Case=Nom|Numb=Sing
,	,	PUNC	MORPH=empty
mulier	mulier	NOMcom	Case=Voc|Numb=Sing
,	,	PUNC	MORPH=empty
tege	tego	VER	Numb=Sing|Mood=Imp|Tense=Pres|Voice=Act|Person=2
te	tu	PROper	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
tuta	tutus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
templo	templum	NOMcom	Case=Abl|Numb=Sing
Liberi	Liber	NOMpro	Case=Nom|Numb=Plur
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
scrupea	scrupeus	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
saxea	saxeus	ADJqua	Case=Acc|Numb=Plur|Gend=Neut|Deg=Pos
Bacchi	Bacchus	NOMpro	Case=Gen|Numb=Sing
templa	templum	NOMcom	Case=Acc|Numb=Plur
prope	prope1	ADV	Deg=Pos
aggreditur	aggredior	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
.	.	PUNC	MORPH=empty
thiasantem	thiaso	VER	Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
fremitu	fremitus	NOMcom	Case=Abl|Numb=Sing
concepi	concipio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=1
melum	melum	NOMcom	Case=Acc|Numb=Sing
